pcode,Week,new_qty_pc,new_style_pc,prod_br,prod_dp,sval_pc,sval_pvw_pc,prod_br_pc,unit_dp_pc,clicks,impressions,avg_pos,transactions,CTR,econv_rate
ACAC,201423,0.280079112,0.105263158,70.57142857,1300.142857,0.77875,0.838992556,0.249545537,1.030857379,978,10170,1.3,1,0.096165192,0.001022495
ACAC,201424,0.066161434,0.021912351,71.71428571,1187.571429,0.750463249,0.751063357,0.269781092,0.855017843,1209,13994,1.8,9,0.086394169,0.007444169
ACAC,201425,0,0,70.28571429,1119.285714,0.775713338,0.800136162,0.244486648,0.74835376,1315,15764,1.7,8,0.083417914,0.00608365
ACAC,201426,0.328881621,0.197486535,79.57142857,1572.428571,0.791147994,0.805672063,0.408900535,1.456174835,1394,14967,1.7,14,0.093138237,0.010043042
ACAC,201427,0.413114439,0.273291925,80.5,1736,0.78549287,0.854480037,0.425341923,1.711677714,1127,12539,1.7,10,0.089879576,0.008873114
ACAC,201428,0.264931779,0.176156584,80.28571429,1581,0.798959319,0.826424807,0.421547757,1.469563632,1223,13952,1.9,18,0.087657683,0.014717907
ACAC,201429,0.008270159,0.003745318,76.28571429,1451,0.795341923,0.810288681,0.350723313,1.266500209,1286,14021,1.5,19,0.091719564,0.014774495
ACAC,201430,0,0,76,1380,0.77898372,0.784710044,0.345664425,1.155596339,1300,12960,1.4,19,0.100308642,0.014615385
ACAC,201431,0,0,75.42857143,1246,0.750882501,0.754587474,0.335546647,0.946284811,1205,12950,1.5,13,0.093050193,0.010788382
ACAC,201432,0,0,75.71428571,1149.857143,0.739572737,0.75385494,0.340605536,0.796107136,1207,14641,1.9,6,0.082439724,0.004971002
ACAC,201433,0,0,68.5,950.8333333,0.757218621,0.765569367,0.212868593,0.485226705,645,9850,2.1,10,0.065482234,0.015503876
ACAC,201434,0,0,73.71428571,1037.285714,0.734844491,0.760534733,0.305193314,0.6202676,597,9220,1.8,13,0.064750542,0.021775544
ACAC,201435,0,0,72.42857143,943.1428571,0.712358338,0.746320163,0.282428314,0.473213978,777,8868,1.5,13,0.087618403,0.016731017
ACAC,201436,0,0,73,938,0.686346863,0.754719372,0.292546092,0.4651807,569,6884,1.7,10,0.082655433,0.017574692
ACAC,201438,0,0,70,804.5,0.652173913,0.67997902,0.23942776,0.256650185,750,6725,1.3,13,0.111524164,0.017333333
ACAC,201441,0,0,68,690.6666667,0.631614654,0.638473732,0.204015538,0.07883952,304,5402,2.2,8,0.056275454,0.026315789
ACAC,201442,0,0,68.71428571,661.5714286,0.624926167,0.63808923,0.21666276,0.033391992,389,5636,1.9,3,0.069020582,0.007712082
ACAC,201443,0,0,66.5,603,0.625915081,0.635705588,0.177456372,-0.058098121,483,7116,1.7,8,0.067875211,0.016563147
ACAC,201444,0,0,66.33333333,526.1666667,0.57856094,0.593038577,0.174505353,-0.178113811,412,5634,2,4,0.073127441,0.009708738
ACAC,201445,0,0,64.85714286,489.2857143,0.557281553,0.578534183,0.148367761,-0.23572283,329,5521,2.4,4,0.059590654,0.012158055
ACAC,201446,0,0,65.42857143,460.7142857,0.537922243,0.570139231,0.158485539,-0.280352154,342,5212,2.7,4,0.065617805,0.011695906
ACAC,201447,0,0,65.5,431.1666667,0.535022355,0.55678804,0.159750261,-0.326506313,419,5890,2.1,5,0.071137521,0.011933174
ACAC,201448,0,0,63.14285714,393.7142857,0.52464551,0.567855229,0.118014428,-0.385007918,392,6423,2.7,4,0.061030671,0.010204082
ACAC,201449,0.310008857,0.071269488,64.14285714,483.8571429,0.507462687,0.565299473,0.135720539,-0.244202402,511,7105,2.3,3,0.071921182,0.005870841
ACAC,201450,0.575748081,0.226487524,74.42857143,911.8571429,0.562086701,0.582481379,0.317840536,0.424344869,429,6013,2.5,5,0.071345418,0.011655012
ACAC,201451,0.584478022,0.228846154,74.28571429,832,0.634323833,0.775061011,0.315311092,0.299605909,268,4742,2.9,8,0.056516238,0.029850746
ACAC,201452,0.168464405,0.068493151,73,728.4285714,0.619879518,0.701176416,0.292546092,0.13782461,371,4967,2.2,8,0.074692974,0.021563342
ACAC,201501,0.012641674,0.006072874,70.57142857,655.4285714,0.609868421,0.642704112,0.249545537,0.023796688,368,3747,0,2,0.098211903,0.005434783
ACAC,201502,0,0,70.85714286,601.8571429,0.590250329,0.645252716,0.254604426,-0.059883294,694,8296,2.2,9,0.083654773,0.0129683
ACAC,201503,0,0,69,536.6666667,0.558677686,0.624187011,0.221721649,-0.161712535,681,7656,2,12,0.088949843,0.017621145
ACAC,201504,0,0,67.85714286,502.2857143,0.547653959,0.645490885,0.201486093,-0.215416488,889,9073,1.8,8,0.097983027,0.008998875
ACAC,201505,0,0,66.42857143,447.5714286,0.53601859,0.578756655,0.176191649,-0.300881643,635,8651,2.3,6,0.073401919,0.009448819
ACAC,201506,0,0,66,416.4,0.519379845,0.588904694,0.168603316,-0.349572235,522,7873,2.6,7,0.066302553,0.013409962
ACAC,201507,0,0,66,400.5714286,0.50483871,0.541608076,0.168603316,-0.37429688,358,5849,2.9,4,0.061207044,0.011173184
ACAC,201508,0.288592431,0.076612903,70.85714286,524.7142857,0.490196078,0.555102746,0.254604426,-0.180382469,420,7313,2.7,9,0.05743197,0.021428571
ACAC,201509,0.609624639,0.274698795,69.16666667,865.8333333,0.540925267,0.662150547,0.224672667,0.352454466,887,9933,2,12,0.089298299,0.013528749
ACAC,201510,0.565752658,0.261702128,67.14285714,765.8571429,0.58478803,0.734379427,0.188838871,0.196289024,964,9618,1.8,16,0.100228738,0.01659751
ACAC,201511,0.193312666,0.107692308,65,645.1428571,0.565003081,0.644946967,0.150897205,0.007730131,721,10695,2.2,12,0.06741468,0.016643551
ACAC,201512,0.114880493,0.061269147,65.28571429,555.8571429,0.539382483,0.610673336,0.155956094,-0.131736506,1628,16004,1.6,21,0.101724569,0.012899263
ACAC,201513,0.105169867,0.062084257,64.42857143,483.5714286,0.515923567,0.588435202,0.140779428,-0.244648695,758,11446,2.2,15,0.066224008,0.019788918
ACAC,201514,0.044033184,0.022675737,63,447.7142857,0.507692308,0.605915871,0.115484984,-0.300658496,774,11511,2.2,19,0.067240031,0.024547804
ACAC,201515,0.03137931,0.016129032,62,414.2857143,0.483509235,0.557139098,0.097778873,-0.352874805,1105,13256,1.9,12,0.083358479,0.010859729
ACAC,201516,0.028199566,0.017326733,57.71428571,395.1428571,0.498535871,0.559560078,0.021895541,-0.382776452,816,10801,2.2,16,0.07554856,0.019607843
ACAC,201517,0.031773293,0.018018018,55.5,388.1666667,0.531506849,0.57461651,-0.017310848,-0.393673445,484,7936,2.3,13,0.060987903,0.026859504
ACAC,201518,0.037037037,0.017632242,56.71428571,385.7142857,0.53082466,0.594277618,0.00418943,-0.397504129,395,7245,2.7,7,0.054520359,0.017721519
ACAC,201519,0.035687453,0.016908213,59.14285714,380.2857143,0.515128006,0.542019188,0.047189985,-0.4059837,635,9202,2.4,6,0.069006738,0.009448819
ACAC,201520,0.484371722,0.181628392,68.42857143,681,0.48392283,0.450485376,0.211603871,0.063739933,690,9693,2.4,12,0.071185392,0.017391304
ACAC,201521,0.582221387,0.254817987,66.71428571,760.1428571,0.556064073,0.698648345,0.181250538,0.187363159,604,9875,2.3,3,0.061164557,0.004966887
ACAC,201522,0.3857533,0.19239905,60.14285714,627.7142857,0.576730906,0.617862603,0.064896095,-0.019493756,816,10611,2.3,9,0.076901329,0.011029412
ACAC,201523,0.000262261,0.002457002,58.14285714,544.7142857,0.550859599,0.531424703,0.029483874,-0.149141942,509,8909,2.6,8,0.057133236,0.015717092
ACAC,201524,0,0,58,512.7142857,0.55620867,0.539245769,0.026954429,-0.199126785,341,6458,2.8,7,0.052802725,0.020527859
ACAC,201525,0,0,54,492,0.542682927,0.554345966,-0.043870014,-0.231483044,370,6753,2.4,4,0.054790463,0.010810811
ACAC,201526,0.468525896,0.171052632,65.14285714,896.4285714,0.550458716,0.539693112,0.15342665,0.400245034,371,7051,2.4,15,0.05261665,0.040431267
ACAC,201527,0.705979212,0.337037037,77.14285714,1388.142857,0.540322581,0.534604698,0.36589998,1.168315696,987,12071,1.9,12,0.081766217,0.012158055
ACAC,201528,0.716244152,0.354775828,73.28571429,1313,0.666468136,0.826656217,0.297604981,1.050940575,1088,13092,1.9,10,0.083104186,0.009191176
ACAC,201529,0.322601252,0.161354582,71.71428571,1118.142857,0.693521127,0.772474934,0.269781092,0.746568587,871,10383,2.1,18,0.083887123,0.020665901
ACAC,201530,0,0,69.71428571,938.5714286,0.661262305,0.730233284,0.234368871,0.466073287,1385,13690,1.8,22,0.101168736,0.015884477
ACAC,201531,0,0,72,840.2857143,0.632017788,0.713433956,0.274839981,0.312548413,973,10779,1.9,14,0.090268114,0.014388489
ACAC,201532,0,0,68.28571429,801.4285714,0.675882353,0.756389128,0.209074427,0.251852532,599,7166,2.5,5,0.083589171,0.008347245
ACAC,201533,0,0,69,825.4285714,0.678941312,0.758067675,0.221721649,0.289341164,376,5687,2.8,10,0.066115702,0.026595745
ACAC,201534,0,0,69.71428571,822.8571429,0.670601461,0.732581888,0.234368871,0.285324525,352,6057,2.6,8,0.058114578,0.022727273
ACAC,201535,0,0,69.57142857,801.8571429,0.67672664,0.733619503,0.231839426,0.252521972,593,7761,2,10,0.076407679,0.016863406
ACAC,201536,0,0,69.57142857,768.5714286,0.658049354,0.709671721,0.231839426,0.20052881,504,6718,2.3,9,0.075022328,0.017857143
ACAC,201537,0,0,69.42857143,744.2857143,0.64644714,0.693221591,0.229309982,0.162593885,343,4945,2.6,9,0.069362993,0.026239067
ACAC,201538,0,0,68.28571429,710.1428571,0.657330155,0.706356766,0.209074427,0.109261843,223,3775,2.6,7,0.059072848,0.031390135
ACAC,201539,0,0,65.71428571,697.7142857,0.641952984,0.694019165,0.163544427,0.089848087,170,2784,2.5,2,0.061063218,0.011764706
ACAC,201540,0,0,66.28571429,694.1428571,0.634580012,0.686783089,0.173662205,0.084269422,186,3150,2.6,2,0.059047619,0.010752688
ACAC,201541,0,0,66.28571429,676,0.640703518,0.677285664,0.173662205,0.055929801,45,930,1.9,3,0.048387097,0.066666667
ACAC,201542,0,0,66.42857143,661.7142857,0.623415812,0.708052591,0.176191649,0.033615139,141,2923,2.7,5,0.048238112,0.035460993
ACAC,201543,0,0,64.42857143,599.4285714,1.00862069,1.09923312,0.140779428,-0.063676787,441,5362,1.8,8,0.082245431,0.01814059
ACAC,201544,0,0,56.66666667,493.1666667,,,0.003346282,-0.22966068,398,4689,1.6,9,0.084879505,0.022613065
ACAC,201545,0,0,60.85714286,476,0.745681382,0.900084368,0.077543317,-0.256475466,460,5446,1.6,10,0.084465663,0.02173913
ACAC,201546,0,0,60.28571429,454.1428571,0.557142857,0.658700495,0.06742554,-0.290616898,611,7687,2,8,0.079484845,0.01309329
ACAC,201547,0,0,60.28571429,444.4285714,0.55745554,0.684834221,0.06742554,-0.305790868,299,5909,2.9,4,0.050600778,0.013377926
ACAC,201548,0,0,58.85714286,400.5714286,0.543252595,0.64783244,0.042131096,-0.37429688,96,1638,2.9,3,0.058608059,0.03125
ALI,201312,0.243452958,0.156701031,161.6666667,687.3333333,0.553593179,0.556628622,0.020227332,-0.197353625,635,38767,3.4,7,0.016379911,0.011023622
ALI,201313,0.241093435,0.147769517,153.7142857,637.5714286,0.55260274,0.647582554,-0.029957636,-0.255464022,562,37676,3.6,9,0.014916658,0.016014235
ALI,201314,0.235149192,0.152466368,148.6666667,608.8333333,0.567713289,0.602770881,-0.061811567,-0.289023471,508,34082,4.2,2,0.014905229,0.003937008
ALI,201315,0.157815631,0.098922625,145.8571429,570.2857143,0.567091353,0.614634808,-0.079541586,-0.334038175,419,31943,4.3,9,0.013117115,0.021479714
ALI,201316,0.147954092,0.077844311,143.1428571,572.5714286,0.554005024,0.513380297,-0.096670586,-0.331368989,388,33996,4.2,9,0.011413107,0.023195876
ALI,201317,0.195532646,0.09256662,142.6,582,0.538247012,0.535934595,-0.100096387,-0.320358598,401,35182,4.3,9,0.011397874,0.02244389
ALI,201318,0.185282141,0.102923977,142.5,573,0.559987437,0.634319362,-0.100727455,-0.330868517,647,45670,3.9,9,0.014166849,0.013910355
ALI,201319,0.190418582,0.109109109,142.7142857,590.4285714,0.556427605,0.597855746,-0.099375166,-0.310515976,909,51264,3.6,12,0.017731742,0.01320132
ALI,201320,0.153240152,0.084388186,135.4285714,562.1428571,0.560864619,0.640232506,-0.14535301,-0.343547149,821,51414,3.5,16,0.015968413,0.019488429
ALI,201321,0.282018111,0.150047483,150.4285714,662.5714286,0.553279823,0.750245299,-0.050692742,-0.226269804,768,51813,4,9,0.014822535,0.01171875
ALI,201322,0.297739996,0.166358595,154.5714286,689,0.577534532,0.754573613,-0.024548478,-0.195407344,623,44410,4.3,13,0.014028372,0.020866774
ALI,201323,0.203814593,0.137347131,151.8571429,644.1428571,0.575181386,0.671945062,-0.041677478,-0.247790113,647,47521,4.2,9,0.013615033,0.013910355
ALI,201324,0.098252244,0.073793756,151,604.8571429,0.57825,0.661510623,-0.047086637,-0.293666742,611,48909,3.8,15,0.012492588,0.024549918
ALI,201325,0.190505934,0.115864528,160.2857143,686.1428571,0.571357285,0.577906674,0.011512577,-0.198743826,559,42651,4,9,0.013106375,0.016100179
ALI,201326,0.308639863,0.175918019,167.2857143,835,0.594438615,0.681535511,0.055687369,-0.024913109,503,39782,4.3,9,0.012643909,0.017892644
ALI,201327,0.332745632,0.201978566,173.2857143,891.2857143,0.616559294,0.761582777,0.093551476,0.040815588,484,34140,4.3,9,0.014176919,0.018595041
ALI,201328,0.244914051,0.161316872,173.5714286,905.8571429,0.63033839,0.737368198,0.095354528,0.057831646,542,37545,4.2,8,0.01443601,0.014760148
ALI,201329,0.177515749,0.132669983,172.2857143,884.4285714,0.643310707,0.738477912,0.087240791,0.032808031,643,45232,4.1,6,0.0142156,0.00933126
ALI,201330,0.156395817,0.113384484,167.5714286,887.8571429,0.649458401,0.660222032,0.057490421,0.036811809,533,37360,4.1,5,0.014266595,0.009380863
ALI,201331,0.161956177,0.108130763,170.4285714,899.7142857,0.644298345,0.668203441,0.075520948,0.05065821,518,33135,3.6,10,0.015633016,0.019305019
ALI,201332,0.148827222,0.106125971,165.5714286,864.8571429,0.62934453,0.652627803,0.044869052,0.009953128,470,34632,3.7,6,0.013571264,0.012765957
ALI,201333,0.153634004,0.108318891,164.8571429,880.5714286,0.64411269,0.673359277,0.04036142,0.02830378,461,34919,3.8,4,0.013201982,0.00867679
ALI,201334,0.250263832,0.171861837,169.5714286,947.5714286,0.660144181,0.651662394,0.07011179,0.106544285,455,31549,3.7,4,0.01442201,0.008791209
ALI,201335,0.249717514,0.174028269,161.7142857,885,0.667309082,0.724018069,0.02052784,0.033475327,409,33019,4,4,0.012386808,0.009779951
ALI,201336,0.243037589,0.158116064,169.8571429,938.7142857,0.641717791,0.647066301,0.071914843,0.09620119,435,33010,3.7,7,0.013177825,0.016091954
ALI,201337,0.286569846,0.173170732,175.7142857,954.1428571,0.620155039,0.625132564,0.108877424,0.114218194,490,40808,3.3,2,0.01200745,0.004081633
ALI,201338,0.288434742,0.175540765,171.7142857,922.7142857,0.660578035,0.750435551,0.083634686,0.077516891,512,42991,3.3,6,0.011909469,0.01171875
ALI,201339,0.160617507,0.115384615,170.8571429,869.8571429,0.643607306,0.663999775,0.078225528,0.015791972,474,41503,3.1,6,0.011420861,0.012658228
ALI,201340,0.083539706,0.069397993,170.8571429,865.2857143,0.640549828,0.674384778,0.078225528,0.010453601,494,39842,3,10,0.012398976,0.020242915
ALI,201341,0.077372995,0.065656566,169.7142857,854.8571429,0.641259699,0.65379366,0.071013317,-0.001724559,432,38219,3.2,10,0.011303278,0.023148148
ALI,201342,0.159526854,0.102734051,172.4285714,893.7142857,0.631712376,0.658533556,0.088142318,0.043651597,493,39623,3.2,4,0.012442268,0.00811359
ALI,201343,0.24976773,0.146588037,169.5714286,922.5714286,0.638545794,0.700215633,0.07011179,0.077350067,436,36915,3.5,11,0.011810917,0.025229358
ALI,201344,0.204588015,0.125526537,169.5714286,915.4285714,0.645709041,0.722203281,0.07011179,0.069008861,382,33636,3.4,1,0.01135688,0.002617801
ALI,201345,0.167046317,0.097233864,170.4285714,940.7142857,0.65436938,0.696847244,0.075520948,0.098536728,484,37534,3.4,1,0.012894975,0.002066116
ALI,201346,0.148079306,0.093198992,170.1428571,922.2857143,0.646430196,0.675120467,0.073717896,0.077016418,530,36242,3.2,8,0.014623917,0.01509434
ALI,201347,0.105263158,0.082905983,167.1428571,868.5714286,0.625086306,0.653277419,0.054785842,0.014290555,538,39712,3.2,0,0.013547542,0
ALI,201348,0.092255892,0.082764505,167.4285714,848.5714286,0.616425572,0.654350399,0.056588895,-0.00906482,556,39293,3.7,3,0.014150103,0.005395683
ALI,201349,0.10212766,0.090415913,158,772.1428571,0.601445663,0.619313235,-0.002911845,-0.098315715,497,35640,4,4,0.013945006,0.00804829
ALI,201350,0.075934579,0.075436983,155.2857143,733.7142857,0.609072375,0.640285192,-0.020040846,-0.1431914,403,35248,3.9,5,0.011433273,0.012406948
ALI,201351,0.284756297,0.165971643,171.2857143,873.4285714,0.584,0.563787133,0.080930107,0.019962575,263,27110,4.5,0,0.009701217,0
ALI,201352,0.414786967,0.229991575,169.5714286,912,0.570681996,0.609697716,0.07011179,0.065005083,323,24222,3.8,3,0.013334985,0.009287926
ALI,201401,0.423083319,0.249334516,161,859,0.611054767,0.670986761,0.016020209,0.00311334,224,17592,0,2,0.01273306,0.008928571
ALI,201402,0.266098313,0.16833485,157,787.5714286,0.616011861,0.640794847,-0.009222529,-0.080298712,436,34856,3.5,2,0.012508607,0.004587156
ALI,201403,0.166666667,0.11827957,155,740,0.612680288,0.649427774,-0.021843898,-0.135851139,425,34881,3.7,3,0.012184284,0.007058824
ALI,201404,0.188132566,0.126142596,156.2857143,719.8571429,0.598778545,0.621481971,-0.013730161,-0.159373338,453,36123,3.7,7,0.012540487,0.015452539
ALI,201405,0.164175673,0.098922625,145.8571429,621.2857143,0.580777656,0.644171019,-0.079541586,-0.27448197,356,29257,3.9,1,0.012168028,0.002808989
ALI,201406,0.025944584,0.033742331,139.7142857,567.1428571,0.577053214,0.589408512,-0.118307219,-0.337708305,447,29275,3.7,4,0.015269001,0.008948546
ALI,201407,0.003873824,0.010869565,131.4285714,516.2857143,0.573513316,0.57307515,-0.170595748,-0.397097687,534,33007,3.4,7,0.016178386,0.013108614
ALI,201408,0.178058866,0.070993915,140.8571429,587.2857143,0.531892275,0.532480058,-0.111095008,-0.314186107,444,34883,3.4,9,0.012728263,0.02027027
ALI,201409,0.271222511,0.111461619,135.8571429,604.1428571,0.557427785,0.606933385,-0.142648431,-0.294500862,501,36700,3.3,8,0.013651226,0.015968064
ALI,201410,0.282576505,0.122362869,135.4285714,578.8571429,0.572063492,0.671224816,-0.14535301,-0.324028729,565,34907,3.1,10,0.016185865,0.017699115
ALI,201411,0.184308842,0.08960177,129.1428571,573.5714286,0.595681063,0.62679088,-0.18502017,-0.330201221,576,33252,3.3,6,0.017322266,0.010416667
ALI,201412,0.179405034,0.090526316,135.7142857,624.2857143,0.603910438,0.722405996,-0.143549957,-0.270978664,714,34814,3.1,13,0.020508991,0.018207283
ALI,201413,0.146144121,0.078006501,131.8571429,565,0.59136736,0.656995391,-0.167891169,-0.340210667,692,33510,3.4,9,0.020650552,0.01300578
ALI,201414,0.111959958,0.051054384,128.7142857,542.2857143,0.579233227,0.631928106,-0.187724749,-0.3667357,617,29525,3.8,3,0.020897544,0.004862237
ALI,201415,0.067158067,0.039279869,122.2,488.4,0.563718821,0.597283738,-0.228834351,-0.429661752,563,28370,3.6,9,0.019844907,0.01598579
ALI,201416,0.086382723,0.046706587,119.2857143,476.2857143,0.547189097,0.568133269,-0.247225489,-0.443808436,501,27548,3.8,7,0.018186438,0.013972056
ALI,201417,0.082922014,0.050724638,118.2857143,434.1428571,0.55143339,0.635010575,-0.253536173,-0.493021547,419,25101,4.4,6,0.016692562,0.014319809
ALI,201418,0.017676768,0.013431013,117,396,0.542857143,0.576604377,-0.26164991,-0.537563582,526,25541,4,6,0.020594339,0.011406844
ALI,201419,0.01079414,0.00871731,114.7142857,370.5714286,0.521980052,0.544071429,-0.276074332,-0.567258273,531,24325,3.8,11,0.021829394,0.020715631
ALI,201420,0.251570446,0.087367178,121,477.5714286,0.524137931,0.542213681,-0.236407172,-0.442307019,523,26425,4,8,0.019791864,0.015296367
ALI,201421,0.448163645,0.186608123,130.1428571,614.5714286,0.540046656,0.60552629,-0.178709485,-0.282322703,348,19964,4.7,7,0.017431376,0.020114943
ALI,201422,0.476926853,0.20917226,127.7142857,582,0.595143168,0.718592205,-0.194035433,-0.320358598,312,23246,4.8,8,0.013421664,0.025641026
ALI,201423,0.277736225,0.129812981,129.8571429,573,0.595329383,0.700187688,-0.180512538,-0.330868517,301,19948,4.7,11,0.015089232,0.03654485
ALI,201424,0.222768798,0.089005236,136.4285714,609.8571429,0.576094276,0.706127912,-0.139042325,-0.287827898,308,19096,4.2,2,0.016129032,0.006493506
ALI,201425,0.21770972,0.086823289,139.8571429,643.7142857,0.609210526,0.700734578,-0.117405693,-0.248290585,328,17989,4.2,5,0.018233365,0.015243902
ALI,201426,0.23888183,0.09889001,141.5714286,674.5714286,0.611428571,0.724552887,-0.106587376,-0.212256579,306,17221,3.9,4,0.017769003,0.013071895
ALI,201427,0.25627907,0.12855377,134.8333333,716.6666667,0.637924735,0.729540451,-0.14910937,-0.163099076,265,12309,4,4,0.021528963,0.01509434
ALI,201428,0.191635578,0.109832636,136.5714286,727.5714286,0.636925795,0.749124335,-0.138140799,-0.150364836,327,19320,3.8,6,0.016925466,0.018348624
ALI,201429,0.152877021,0.091858038,136.8571429,759.7142857,0.645428571,0.733314003,-0.136337746,-0.112829413,321,19588,3.6,4,0.016387584,0.012461059
ALI,201430,0.165008881,0.098577236,140.5714286,804.2857143,0.632834165,0.706518633,-0.112898061,-0.060780292,434,23190,3.7,4,0.018714963,0.00921659
ALI,201431,0.164258962,0.097660224,140.4285714,801,0.633841886,0.663675146,-0.113799587,-0.064617246,393,20178,3.9,6,0.019476658,0.015267176
ALI,201432,0.229505582,0.108782435,143.1428571,895.7142857,0.628430296,0.69057785,-0.096670586,0.045987135,382,22816,3.9,3,0.016742637,0.007853403
ALI,201433,0.187277673,0.081712062,128.5,796.5,0.641885479,0.681964229,-0.189077038,-0.069872206,455,26408,3.6,8,0.017229627,0.017582418
ALI,201434,0.199443142,0.099903939,148.7142857,974.8571429,0.660588695,0.738608069,-0.061511058,0.138407689,427,24441,3.8,9,0.017470644,0.021077283
ALI,201435,0.252260893,0.13003663,156,1042.571429,0.652962206,0.700187672,-0.015533214,0.217482314,415,25859,4,5,0.016048571,0.012048193
ALI,201436,0.257416268,0.127388535,157,1045,0.645655877,0.814961618,-0.009222529,0.220318324,373,21492,4,7,0.017355295,0.018766756
ALI,201438,0.114199396,0.053156146,150.5,827.5,0.624775583,0.681060544,-0.050241979,-0.033671375,417,26038,4,11,0.016015055,0.026378897
ALI,201441,0.182629008,0.090182648,146,784.8333333,0.604531722,0.697960282,-0.078640059,-0.083496174,491,28019,3.3,8,0.017523823,0.016293279
ALI,201442,0.165517241,0.094339623,151.4285714,890.7142857,0.60336865,0.65484762,-0.044382057,0.040148291,497,35030,3,8,0.014187839,0.016096579
ALI,201443,0.279876374,0.139874739,159.6666667,970.6666667,0.586811086,0.648959152,0.007605963,0.133514182,616,39131,2.7,7,0.015741995,0.011363636
ALI,201444,0.303652968,0.152820513,162.5,949,0.611045828,0.720139483,0.025486235,0.108212526,530,34546,2.9,9,0.015341863,0.016981132
ALI,201445,0.198905649,0.104362703,167,966,0.616666667,0.728839803,0.053884316,0.128064594,592,38332,3,5,0.015444015,0.008445946
ALI,201446,0.165778657,0.096551724,165.7142857,938.4285714,0.615733737,0.757840272,0.045770579,0.095867542,488,34374,3.6,4,0.014196777,0.008196721
ALI,201447,0.171024735,0.092519685,169.3333333,943.3333333,0.594594595,0.699558877,0.068609246,0.10159517,438,33122,3.4,7,0.013223839,0.015981735
ALI,201448,0.189418299,0.095673877,171.7142857,977.4285714,0.611318118,0.704892387,0.083634686,0.141410523,529,28983,3.4,8,0.018252079,0.015122873
ALI,201449,0.129392713,0.071365639,162.1428571,882.1428571,0.621580928,0.69808288,0.02323242,0.030138845,464,25009,3.8,6,0.018553321,0.012931034
ALI,201450,0.061487546,0.03438914,157.8571429,820.1428571,0.620116156,0.666993277,-0.003813371,-0.042262816,213,13617,4.4,2,0.015642212,0.009389671
ALI,201451,0.085949833,0.030027298,157,814.4285714,0.635175606,0.67261968,-0.009222529,-0.048935781,179,11105,4.4,0,0.016118865,0
ALI,201452,0.36680152,0.143088116,176.7142857,1165.285714,0.650892374,0.652837713,0.115188108,0.36078422,108,7452,4.5,4,0.014492754,0.037037037
ALI,201501,0.394843638,0.155555556,180,1196.857143,0.661628215,0.713355213,0.135923215,0.397652347,123,7594,0,1,0.016196998,0.008130081
ALI,201502,0.384078573,0.160596026,172.5714286,1105.428571,0.682264857,0.795206413,0.089043844,0.29088492,260,17217,3.9,1,0.015101353,0.003846154
ALI,201503,0.168588137,0.068,166.6666667,997.5,0.655343828,0.688988464,0.051780754,0.164849309,186,14824,4.4,3,0.012547221,0.016129032
ALI,201504,0.090547568,0.033480176,162.1428571,934,0.653942742,0.651330437,0.02323242,0.090695995,202,17486,4.2,2,0.011552099,0.00990099
ALI,201505,0.078606658,0.038638454,155.2857143,926.8571429,0.679889807,0.677667249,-0.020040846,0.08235479,299,24667,3.6,3,0.012121458,0.010033445
ALI,201506,0.068732526,0.039164491,153.2,858.4,0.670707861,0.710060811,-0.033203131,0.002412679,262,21057,3.8,5,0.012442418,0.019083969
ALI,201507,0.039537823,0.027472527,156,791.2857143,0.62962963,0.623091783,-0.015533214,-0.075961285,216,17129,4,6,0.012610193,0.027777778
ALI,201508,0.147335991,0.053023256,153.5714286,788.2857143,0.603184139,0.597273277,-0.030859162,-0.079464592,187,14906,4.1,6,0.012545284,0.032085561
ALI,201509,0.265463918,0.113580247,135,840.6666667,0.611397185,0.643591563,-0.148057589,-0.018295753,212,15532,4,0,0.01364924,0
ALI,201510,0.149216524,0.064687169,134.7142857,802.2857143,0.616676153,0.670125357,-0.149860642,-0.063115829,260,16893,3.9,7,0.01539099,0.026923077
ALI,201511,0.102680188,0.044838373,137,788.8571429,0.629799427,0.66528875,-0.13543622,-0.078797295,299,16190,4,2,0.01846819,0.006688963
ALI,201512,0.150437735,0.061446977,144.1428571,799.5714286,0.591266612,0.627018829,-0.090359902,-0.066285487,229,14313,4.3,6,0.015999441,0.026200873
ALI,201513,0.173463635,0.086258776,142.4285714,760.1428571,0.575895243,0.694830284,-0.101178218,-0.11232894,286,16162,4.4,12,0.01769583,0.041958042
ALI,201514,0.114315569,0.066805846,136.8571429,683.5714286,0.571929825,0.651062545,-0.136337746,-0.20174666,286,17947,4.2,2,0.015935811,0.006993007
ALI,201515,0.061811643,0.032258065,132.8571429,635.5714286,0.557845562,0.598954345,-0.161580484,-0.257799559,239,14851,4.4,11,0.016093192,0.046025105
ALI,201516,0.17945151,0.057955743,135.5714286,718.8571429,0.56207367,0.616880773,-0.144451484,-0.160541106,216,13486,4.5,4,0.01601661,0.018518519
ALI,201517,0.36071493,0.144578313,152.1666667,923.1666667,0.566212871,0.647672359,-0.039724171,0.078045167,253,14204,4.6,3,0.017811884,0.011857708
ALI,201518,0.328851064,0.130516432,152.1428571,839.2857143,0.586103474,0.701598233,-0.039874426,-0.019908386,176,12582,4.5,2,0.013988237,0.011363636
ALI,201519,0.164338378,0.071222329,148.4285714,736.2857143,0.582681141,0.655688695,-0.063314111,-0.140188566,141,10799,4.6,4,0.013056765,0.028368794
